,Date,Close,High,Low,Open,Volume,Ticker
37,2019-10-18,133.9686279296875,136.98593948805376,132.33066405977675,133.19275307645282,147570,CHAMBLFERT.NS
38,2019-10-22,134.65829467773438,138.7963243706018,133.45137537976353,134.3134643510095,246022,CHAMBLFERT.NS
39,2019-10-23,138.1497344970703,139.48597480951955,134.48585698310745,135.34794580992224,210308,CHAMBLFERT.NS
40,2019-10-24,136.1669158935547,138.7962892208608,134.70136764446895,138.58076703262967,125043,CHAMBLFERT.NS
41,2019-10-25,138.0204315185547,139.31356480640713,134.70138415129398,137.63248100865334,189661,CHAMBLFERT.NS
42,2019-10-27,137.5462646484375,138.9687058443836,136.94280514574615,138.0635100131313,17969,CHAMBLFERT.NS
43,2019-10-29,137.67559814453125,140.0463426788606,136.684201146494,137.76181229846188,82555,CHAMBLFERT.NS
44,2019-10-30,138.06350708007812,140.08942089010716,137.1583244224863,138.4945514520477,126362,CHAMBLFERT.NS
45,2019-10-31,146.85684204101562,147.84823896472054,138.06352517671112,138.06352517671112,715473,CHAMBLFERT.NS
46,2019-11-01,146.72750854492188,150.21897075431582,145.0464380454154,147.41718220366144,1033564,CHAMBLFERT.NS
47,2019-11-04,147.2878875732422,149.9603551571153,145.26197348248513,146.7275219193745,499815,CHAMBLFERT.NS
48,2019-11-05,141.55499267578125,148.10687348159004,140.30496641997672,148.10687348159004,195121,CHAMBLFERT.NS
49,2019-11-06,141.38259887695312,142.93436173941632,137.54630537977636,141.7274292221963,156851,CHAMBLFERT.NS
50,2019-11-07,141.89984130859375,147.37409805079005,140.9515382360581,142.1153635383125,238999,CHAMBLFERT.NS
51,2019-11-08,144.96023559570312,159.48643805312545,141.5549872519417,142.15844681909417,2815416,CHAMBLFERT.NS
52,2019-11-11,148.667236328125,151.9000698804375,141.9429399084283,146.03786240802415,1597483,CHAMBLFERT.NS
53,2019-11-13,142.11538696289062,149.8741885116322,141.38260599929097,148.7534701014825,327935,CHAMBLFERT.NS
54,2019-11-14,138.4514617919922,143.1929500293285,137.93420326796505,143.1929500293285,175585,CHAMBLFERT.NS
55,2019-11-15,134.2703399658203,140.5204842017895,132.89099252783362,139.3997660527293,1165641,CHAMBLFERT.NS
56,2019-11-18,136.51177978515625,138.5376807660677,134.91691009099767,135.0031242410077,214402,CHAMBLFERT.NS
57,2019-11-19,136.4686737060547,137.4600706662428,133.79619288943002,136.21004440856964,295988,CHAMBLFERT.NS
58,2019-11-20,137.15834045410156,137.934215152562,134.7013819849238,135.56347082962733,280770,CHAMBLFERT.NS
59,2019-11-21,131.42544555664062,137.07213028413776,130.6064637613011,137.07213028413776,407807,CHAMBLFERT.NS
60,2019-11-22,130.26162719726562,132.3737421953797,129.74436863859492,131.4254392226273,247870,CHAMBLFERT.NS
61,2019-11-25,129.78749084472656,132.0289141666531,128.92540191603948,130.00301307689833,242469,CHAMBLFERT.NS
62,2019-11-26,130.77886962890625,132.11510991307318,128.45123247665842,130.26162423642413,373107,CHAMBLFERT.NS
63,2019-11-27,130.86509704589844,133.7530869548877,130.17542329820026,130.30473137082942,387168,CHAMBLFERT.NS
64,2019-11-28,130.26162719726562,131.64096142966815,129.31332422451322,131.08060895313454,181653,CHAMBLFERT.NS
65,2019-11-29,128.40814208984375,133.5375685364217,127.24432993971747,131.46856038879744,623802,CHAMBLFERT.NS
66,2019-12-02,129.0546875,130.3909277374518,128.10639773638613,129.14090163961527,213990,CHAMBLFERT.NS
67,2019-12-03,126.6839599609375,129.74437815630836,126.29602259069219,128.53745897011572,167830,CHAMBLFERT.NS
68,2019-12-04,127.11500549316406,128.06330854358723,125.21841254675041,126.46843881908445,164005,CHAMBLFERT.NS
69,2019-12-05,125.64945220947266,127.20121479903524,125.43392999298985,126.77017036606965,173798,CHAMBLFERT.NS
70,2019-12-06,125.86497497558594,128.62365672772603,125.00288610589014,126.3822335591763,460282,CHAMBLFERT.NS
71,2019-12-09,125.00289154052734,127.45985018775221,124.2701107076546,125.95119460019411,366479,CHAMBLFERT.NS
72,2019-12-10,124.14077758789062,125.60632580352829,123.62351908616903,125.39080362021599,248310,CHAMBLFERT.NS
73,2019-12-11,123.62351989746094,124.70113082109442,122.84764529421692,124.3131935194724,182471,CHAMBLFERT.NS
74,2019-12-12,125.95118713378906,127.3736284845339,123.19249227081531,123.4511215585231,431257,CHAMBLFERT.NS
75,2019-12-13,125.95118713378906,129.70126576503998,125.0459912040278,126.77016891617039,371065,CHAMBLFERT.NS
76,2019-12-16,125.43392181396484,126.89947015959913,124.83046227804851,125.994274278509,551029,CHAMBLFERT.NS
77,2019-12-17,129.0546875,130.17540554284443,125.43391726148255,125.43391726148255,485410,CHAMBLFERT.NS
78,2019-12-18,127.28742980957031,130.13232601130318,126.12361760506614,129.27023705044073,497852,CHAMBLFERT.NS
79,2019-12-19,124.65805053710938,127.37362509979944,124.18389904798352,126.72705847492736,401493,CHAMBLFERT.NS
80,2019-12-20,123.36492156982422,125.73566594331928,122.63214077442564,125.43392957946523,182454,CHAMBLFERT.NS
81,2019-12-23,123.92528533935547,125.43394098696501,122.89078124045272,123.27871863323709,114750,CHAMBLFERT.NS
82,2019-12-24,123.75286102294922,124.61494990063689,123.27870950933455,124.1407983870222,92077,CHAMBLFERT.NS
83,2019-12-26,126.5977554321289,130.86509269462525,123.53733732214975,124.39942618949982,820154,CHAMBLFERT.NS
84,2019-12-27,127.11500549316406,129.74437926530766,126.3391307460416,126.9856974201212,289517,CHAMBLFERT.NS
85,2019-12-30,130.00302124023438,131.03752538873232,125.99429957745818,127.15812496603958,831669,CHAMBLFERT.NS
86,2019-12-31,131.25299072265625,132.1581863930085,128.10637256151986,130.002964870469,761211,CHAMBLFERT.NS
87,2020-01-01,131.98580932617188,132.67546988852777,131.03750632128452,131.72718003807242,406099,CHAMBLFERT.NS
88,2020-01-02,133.1065216064453,135.30485094402846,131.25303572335656,132.45995492800512,681716,CHAMBLFERT.NS
89,2020-01-03,132.3306427001953,135.99452042967957,131.59786189252554,133.3651467223397,840451,CHAMBLFERT.NS
90,2020-01-06,130.34783935546875,133.02032021352292,128.79607670093512,131.12372725995192,576637,CHAMBLFERT.NS
91,2020-01-07,132.6754913330078,133.62379449117043,130.95131333957337,131.81340233629058,681608,CHAMBLFERT.NS
92,2020-01-08,130.17539978027344,132.7616660010736,128.45122229974,128.45122229974,591044,CHAMBLFERT.NS
93,2020-01-09,134.35655212402344,138.49456806784275,131.3823350770595,131.46854922356903,694184,CHAMBLFERT.NS
94,2020-01-10,135.95140075683594,136.9859046831169,133.62376363409598,134.4427453609671,419528,CHAMBLFERT.NS
95,2020-01-13,136.1238250732422,137.2014361430254,134.01171000735349,136.21003922059765,263229,CHAMBLFERT.NS
96,2020-01-14,136.51177978515625,137.6755918836971,135.52036967777062,136.21004341455358,299990,CHAMBLFERT.NS
97,2020-01-15,148.83966064453125,151.64144989559114,135.52038822037952,136.51179846341506,3043686,CHAMBLFERT.NS
98,2020-01-16,150.30520629882812,151.64143358203518,146.4689001365386,150.8655588269838,775944,CHAMBLFERT.NS
99,2020-01-17,151.03794860839844,152.2879746835452,145.43437165031995,150.86553348672828,481512,CHAMBLFERT.NS
100,2020-01-20,145.17575073242188,150.90864922698918,144.4860902061133,150.82243508398494,209632,CHAMBLFERT.NS
101,2020-01-21,147.71893310546875,150.34829363487466,141.55498979359479,144.8309301297981,589619,CHAMBLFERT.NS
102,2020-01-22,146.33958435058594,150.6500286613543,145.08955813134952,149.14137315258537,245610,CHAMBLFERT.NS
103,2020-01-23,148.667236328125,149.0982808017667,144.83094314360082,145.73613916913501,339522,CHAMBLFERT.NS
104,2020-01-24,146.77064514160156,150.21900097459073,145.73614102259154,149.09828269798254,545452,CHAMBLFERT.NS
105,2020-01-27,153.9259796142578,156.6846615330592,149.14138346750613,149.44311985190146,2141630,CHAMBLFERT.NS
106,2020-01-28,154.18458557128906,157.33120439746597,150.26207894035645,156.0380712106375,624157,CHAMBLFERT.NS
107,2020-01-29,152.84837341308594,156.6415595300022,150.908673276256,155.60705542124626,593382,CHAMBLFERT.NS
108,2020-01-30,155.7363739013672,157.41745798908914,147.71895665731313,151.64145111683953,956657,CHAMBLFERT.NS
109,2020-01-31,155.9949951171875,159.48645804583438,153.62425047056024,157.76228012101456,692978,CHAMBLFERT.NS
110,2020-02-03,146.12408447265625,152.8052741756833,140.69292117995388,152.8052741756833,1413859,CHAMBLFERT.NS
111,2020-02-04,149.52931213378906,150.60692322318567,146.2102778711068,146.2102778711068,399348,CHAMBLFERT.NS
112,2020-02-05,146.46890258789062,150.86556135191978,144.87404597483015,149.74484312241893,654464,CHAMBLFERT.NS
113,2020-02-06,143.62400817871094,146.5982120908224,143.1929637521895,146.55510501728384,235268,CHAMBLFERT.NS
114,2020-02-07,140.90841674804688,144.61540135097,139.65839057440917,143.9688347279403,236261,CHAMBLFERT.NS
115,2020-02-10,140.3480682373047,144.27057515878815,139.31356424209955,140.52048337743355,368261,CHAMBLFERT.NS
116,2020-02-11,141.5118865966797,143.10675631131986,137.5031785039489,140.69290477879662,402473,CHAMBLFERT.NS
117,2020-02-12,140.0894317626953,143.88261726865116,139.2704500232766,141.46877912182362,273232,CHAMBLFERT.NS
118,2020-02-13,137.97732543945312,140.39117689173278,137.28765171674004,139.65839609489413,151003,CHAMBLFERT.NS
119,2020-02-14,140.4342803955078,142.67571685868637,135.3910680850056,138.2790580864642,321935,CHAMBLFERT.NS
120,2020-02-17,139.44287109375,143.06364162263952,138.3652600342929,140.52048215320713,315181,CHAMBLFERT.NS
121,2020-02-18,132.97720336914062,139.6583918690488,130.82198127239604,139.6583918690488,413790,CHAMBLFERT.NS
122,2020-02-19,132.80479431152344,134.8306952825414,131.25303169994794,134.4858649930501,250823,CHAMBLFERT.NS
123,2020-02-20,130.86509704589844,134.61517585090226,130.3909455222039,132.3306455382367,274671,CHAMBLFERT.NS
124,2020-02-24,128.62364196777344,132.41684045181324,128.4512268445059,130.17540438604289,217678,CHAMBLFERT.NS
125,2020-02-25,133.79617309570312,135.56345768689533,127.58913664648973,130.52023317254228,430907,CHAMBLFERT.NS
126,2020-02-26,129.48574829101562,132.45995232244977,128.19261495957187,132.20133617970703,405579,CHAMBLFERT.NS
127,2020-02-27,128.70986938476562,132.2013318974552,127.89088759893278,129.7443733855246,223191,CHAMBLFERT.NS
128,2020-02-28,121.46830749511719,127.0718847337246,119.83034402560445,127.0718847337246,604985,CHAMBLFERT.NS
129,2020-03-02,119.3130874633789,126.55464144629264,118.10616837677567,123.2787012983863,448974,CHAMBLFERT.NS
130,2020-03-03,120.47689819335938,121.38209397703983,119.31307316370882,119.74411752218238,125281,CHAMBLFERT.NS
131,2020-03-04,116.33889770507812,122.33041309816302,115.51991585786791,120.73555648084482,278936,CHAMBLFERT.NS
132,2020-03-05,116.03718566894531,118.88206887009078,114.31300765397991,117.8906717732594,302900,CHAMBLFERT.NS
133,2020-03-06,112.07154846191406,113.4508958586026,110.6060000744523,113.36468171339769,233807,CHAMBLFERT.NS
134,2020-03-09,112.02845001220703,115.175082392341,109.44218331017332,110.69220958526974,763544,CHAMBLFERT.NS
135,2020-03-11,118.83895874023438,120.1320920751469,112.33018499028815,112.33018499028815,1032592,CHAMBLFERT.NS
136,2020-03-12,111.20343017578125,117.24082470321638,105.9651035672377,114.9768000619854,433308,CHAMBLFERT.NS
137,2020-03-13,114.13333892822266,120.48147317442418,97.7524709725927,98.55153885863311,582223,CHAMBLFERT.NS
138,2020-03-16,109.42772674560547,112.75717076423444,103.92304867764739,105.52117774232657,234601,CHAMBLFERT.NS
139,2020-03-17,105.87632751464844,110.89269155667962,102.99080915471042,109.64969767764428,583185,CHAMBLFERT.NS
140,2020-03-18,99.75012969970703,108.7618251372629,95.88797644754607,108.7618251372629,482340,CHAMBLFERT.NS
141,2020-03-19,94.06788635253906,97.57490468575011,90.51647949790772,94.11228164773036,658137,CHAMBLFERT.NS
142,2020-03-20,95.71041107177734,99.43938531144845,92.3365720749164,97.39732379643726,297510,CHAMBLFERT.NS
143,2020-03-23,87.6309585571289,93.13564306569887,83.28049072177348,83.28049072177348,453698,CHAMBLFERT.NS
144,2020-03-24,87.80853271484375,94.11227830302829,84.61226801402336,88.78516821040404,164878,CHAMBLFERT.NS
145,2020-03-25,91.80387115478516,105.21043105709539,85.36694604791646,87.67535921424616,443360,CHAMBLFERT.NS
146,2020-03-26,96.10994720458984,99.26182347138501,92.86928712192108,94.60060201342569,415525,CHAMBLFERT.NS
147,2020-03-27,98.06321716308594,107.60762289989344,96.95340254252693,98.28518008719774,697577,CHAMBLFERT.NS
148,2020-03-30,92.78050231933594,96.06555088811986,91.27115714422351,96.06555088811986,299219,CHAMBLFERT.NS
149,2020-03-31,96.28751373291016,99.88331581163746,92.0702181764188,94.37863800530445,938987,CHAMBLFERT.NS
150,2020-04-01,94.11226654052734,97.44170993229127,93.2244149693903,95.62161150195236,203505,CHAMBLFERT.NS
151,2020-04-03,92.91368103027344,95.22209407739552,91.6262920111184,93.6683536145942,256452,CHAMBLFERT.NS
152,2020-04-07,100.19405364990234,104.72209554303262,94.11227142661566,94.11227142661566,1277023,CHAMBLFERT.NS
153,2020-04-08,100.90435028076172,109.82725608633076,97.66369011756115,99.43939357424408,1000791,CHAMBLFERT.NS
154,2020-04-09,106.32024383544922,115.24315636162791,105.56557122560943,105.69875033882141,1469955,CHAMBLFERT.NS
155,2020-04-13,106.40902709960938,109.20576136743196,103.65668812721692,106.45342239503952,478709,CHAMBLFERT.NS
156,2020-04-15,114.48847961425781,122.52354060240211,108.40669652606674,109.02819681077645,2574308,CHAMBLFERT.NS
157,2020-04-16,120.0819320678711,121.19174659714902,113.73379837941765,116.30856266832616,1019753,CHAMBLFERT.NS
158,2020-04-17,114.84361267089844,124.21043644057649,112.97911884655593,123.76651062978452,981569,CHAMBLFERT.NS
159,2020-04-20,117.72914123535156,120.39269634431841,111.86931457660774,115.77585665074238,1323005,CHAMBLFERT.NS
160,2020-04-21,112.9791259765625,116.13100214160553,112.04687900555801,113.64501473477407,727048,CHAMBLFERT.NS
161,2020-04-22,113.73380279541016,117.19641884218554,110.44874759693502,113.77818454027198,1081536,CHAMBLFERT.NS
162,2020-04-23,113.82258605957031,119.32726393015777,112.89034583204246,114.97679598748589,1936010,CHAMBLFERT.NS
163,2020-04-24,114.177734375,116.84128948283787,111.42538867788413,113.37865971412353,932465,CHAMBLFERT.NS
164,2020-04-27,115.19876098632812,117.55156263177192,114.26651396825982,115.59829155191679,1142755,CHAMBLFERT.NS
165,2020-04-28,115.19876098632812,116.75250150059459,113.20109461084267,116.04221741313577,720465,CHAMBLFERT.NS
166,2020-04-29,116.61933135986328,117.90671367216088,115.33193550002329,117.90671367216088,1314483,CHAMBLFERT.NS
167,2020-04-30,114.9767837524414,117.7735109111873,114.17772272066841,117.55154800819031,886795,CHAMBLFERT.NS
168,2020-05-04,113.11231994628906,116.9744738966617,111.95810990421373,112.31325197668087,781456,CHAMBLFERT.NS
169,2020-05-05,113.86698913574219,116.08661855359291,113.20110031038698,114.3997056150435,632845,CHAMBLFERT.NS
170,2020-05-06,115.10997009277344,119.8155869188456,114.53287189372115,119.6824145798465,1577222,CHAMBLFERT.NS
171,2020-05-07,114.22211456298828,115.37632447013833,113.86697930580749,114.66604040823509,300165,CHAMBLFERT.NS
172,2020-05-08,111.64735412597656,115.24315631230571,110.98146533397272,115.24315631230571,491360,CHAMBLFERT.NS
173,2020-05-11,112.84596252441406,115.28756175033139,110.58194449668746,112.97914164928544,579322,CHAMBLFERT.NS
174,2020-05-12,114.00015258789062,114.75483195009949,111.15902986420504,111.86931393201188,566135,CHAMBLFERT.NS
175,2020-05-13,121.6800765991211,123.67774289792904,114.31090487623236,115.42071948668121,3778593,CHAMBLFERT.NS
176,2020-05-14,126.6964340209961,128.2057791912485,119.94876927529664,121.36932385713466,2688436,CHAMBLFERT.NS
177,2020-05-15,120.70344543457031,123.67775428339742,118.79456954788853,123.67775428339742,1151910,CHAMBLFERT.NS
178,2020-05-18,115.28755187988281,120.6590439766834,112.93473668072758,120.52587163698539,699202,CHAMBLFERT.NS
179,2020-05-19,119.14969635009766,120.70343683708954,113.86698140383365,117.10763471482852,959189,CHAMBLFERT.NS
180,2020-05-20,120.1263427734375,121.45812037946776,117.3739969686247,118.52820693669273,483229,CHAMBLFERT.NS
181,2020-05-21,125.80859375,126.60766847565743,119.59363132786478,120.25952015880785,1871880,CHAMBLFERT.NS
182,2020-05-22,123.58897399902344,128.73851740472108,121.41373969031454,126.07496187220961,1294872,CHAMBLFERT.NS
183,2020-05-26,118.08426666259766,123.58894405315044,117.32958735889558,123.58894405315044,725920,CHAMBLFERT.NS
184,2020-05-27,116.61933135986328,119.59362655757944,115.8646519625462,118.08428131048771,1047844,CHAMBLFERT.NS
185,2020-05-28,117.46278381347656,119.41605486382252,117.19642559126076,117.28521618118002,609783,CHAMBLFERT.NS
186,2020-05-29,115.24315643310547,117.01885988031034,113.73381121248974,117.01885988031034,1737477,CHAMBLFERT.NS
187,2020-06-01,121.63566589355469,122.92304796905148,119.32724637728877,120.74781431768932,2838131,CHAMBLFERT.NS
188,2020-06-02,119.81558227539062,125.98614878148102,119.3716564325418,123.94410074240969,1463568,CHAMBLFERT.NS
189,2020-06-03,120.30390930175781,123.18942742154167,119.85998343717567,120.03755107350007,1073741,CHAMBLFERT.NS
190,2020-06-04,120.2151107788086,122.34596291674833,118.66137035527689,120.65903661410337,680456,CHAMBLFERT.NS
191,2020-06-05,122.52351379394531,124.83193324096298,120.21509434692764,120.48145252120499,2060059,CHAMBLFERT.NS
192,2020-06-08,121.59131622314453,124.65440259956218,120.83665022905191,124.07730427775341,987983,CHAMBLFERT.NS
193,2020-06-09,122.21277618408203,123.32259076456785,120.74782635685725,122.52352968563456,1081776,CHAMBLFERT.NS
194,2020-06-10,121.41372680664062,123.41139324404422,120.74783799417276,122.52354149408707,639791,CHAMBLFERT.NS
195,2020-06-11,122.2571792602539,123.32259861584144,120.4370805228732,121.63568576512301,989689,CHAMBLFERT.NS
196,2020-06-12,120.48149108886719,121.19177526513131,118.70578742197881,120.65905874604725,1030704,CHAMBLFERT.NS
197,2020-06-15,123.7221450805664,125.71981149060218,119.94877519494325,120.74783633994062,2714667,CHAMBLFERT.NS
198,2020-06-16,123.58897399902344,127.93945616398524,121.63570265135716,125.6754312518417,2453706,CHAMBLFERT.NS
199,2020-06-17,126.43006896972656,131.09129011116548,123.58894641207199,124.25483514656327,3010151,CHAMBLFERT.NS
200,2020-06-18,129.3155975341797,132.28990621370602,126.11933947230669,127.4511170516393,3755976,CHAMBLFERT.NS
201,2020-06-19,130.91375732421875,135.8413379800633,129.89273307868055,131.31328796171002,7123621,CHAMBLFERT.NS
202,2020-06-22,132.82261657714844,134.06560350854215,128.56092580909046,131.00251792596788,1362665,CHAMBLFERT.NS
203,2020-06-23,132.91139221191406,134.06560209174864,131.4020470833033,133.97681150578393,826829,CHAMBLFERT.NS
204,2020-06-24,127.49551391601562,133.6216854373141,126.78522982212279,133.6216854373141,908573,CHAMBLFERT.NS
205,2020-06-25,128.69410705566406,130.51420583291042,126.07494713111073,126.07494713111073,687936,CHAMBLFERT.NS
206,2020-06-26,128.16139221191406,131.8015758800702,127.58428050586679,130.2478354790479,590318,CHAMBLFERT.NS
207,2020-06-29,127.18475341796875,130.51419722472187,125.719803562014,129.44877791606916,861650,CHAMBLFERT.NS
208,2020-06-30,126.03057098388672,128.73852191294375,125.18711441189701,127.40674410005121,478674,CHAMBLFERT.NS
209,2020-07-01,133.35533142089844,134.2431831794231,126.16374030537415,126.51887558976694,1685643,CHAMBLFERT.NS
210,2020-07-02,130.82493591308594,134.6870821629074,130.11465193859485,133.17773718432636,1092748,CHAMBLFERT.NS
211,2020-07-03,130.15907287597656,132.11234403007862,129.04925818074327,131.40205991562078,692834,CHAMBLFERT.NS
212,2020-07-06,136.3740234375,139.30392314283264,132.46746791782064,132.46746791782064,3586314,CHAMBLFERT.NS
213,2020-07-07,137.173095703125,139.037589801602,135.04225691704497,137.0843051088956,1349899,CHAMBLFERT.NS
214,2020-07-08,136.6847686767578,138.41607680975164,135.44178169602944,138.3272997668665,909069,CHAMBLFERT.NS
215,2020-07-09,135.4417724609375,136.99551285467726,134.10999498058914,136.32962411450308,432518,CHAMBLFERT.NS
216,2020-07-10,137.30625915527344,139.30392546818746,134.5095317362105,135.13102521294206,1510020,CHAMBLFERT.NS
217,2020-07-13,137.173095703125,139.5702927243507,135.84131807493932,138.6824409722269,686243,CHAMBLFERT.NS
218,2020-07-14,134.3763885498047,136.86236299598568,133.2221783869094,136.86236299598568,716262,CHAMBLFERT.NS
219,2020-07-15,135.574951171875,138.14972921694235,134.99785298890808,135.30859295375882,598170,CHAMBLFERT.NS
220,2020-07-16,136.55160522460938,136.99553111054922,131.53523458496323,135.75253050139187,673422,CHAMBLFERT.NS
221,2020-07-17,135.84130859375,137.61701197406046,135.0866292381014,136.46280206735034,438274,CHAMBLFERT.NS
222,2020-07-20,136.9511260986328,137.97215014485707,135.30859501814135,135.352990313095,538621,CHAMBLFERT.NS
223,2020-07-21,139.65908813476562,141.96749464136798,136.46281629787856,136.90674218924937,2149056,CHAMBLFERT.NS
224,2020-07-22,139.52587890625,144.23149527738025,137.79457092893495,140.59131170540462,1794179,CHAMBLFERT.NS
225,2020-07-23,142.8553466796875,143.74319846401755,139.6590883846252,139.6590883846252,874642,CHAMBLFERT.NS
226,2020-07-24,139.57028198242188,144.27589861602198,138.6380350049331,142.41140466104446,832544,CHAMBLFERT.NS
227,2020-07-27,143.78758239746094,145.0749646734734,139.0819656029452,140.3693614264997,1356537,CHAMBLFERT.NS
228,2020-07-28,145.91844177246094,146.7618982326255,141.30160179516358,145.60768823830114,1743188,CHAMBLFERT.NS
229,2020-07-29,146.14039611816406,148.5375930130767,143.9207668548113,147.11702486551417,1124396,CHAMBLFERT.NS
230,2020-07-30,139.0819549560547,153.55393949839825,137.8833633622279,150.8459892680221,5902916,CHAMBLFERT.NS
231,2020-07-31,140.50253295898438,141.9674828599191,137.83897783179984,139.08196480546917,1574605,CHAMBLFERT.NS
232,2020-08-03,138.01654052734375,141.8787007426312,137.70580056881235,141.78991015588426,634571,CHAMBLFERT.NS
233,2020-08-04,138.28289794921875,141.03524355213628,137.7945768199861,138.14972561740137,633844,CHAMBLFERT.NS
234,2020-08-05,139.3039093017578,141.1240077740293,138.72681118623913,139.12634169294745,899751,CHAMBLFERT.NS
235,2020-08-06,138.94879150390625,141.61234661260733,138.28290272673098,139.8366432068066,638855,CHAMBLFERT.NS
236,2020-08-07,138.06094360351562,140.1030052859378,136.9511289443234,139.30393060279405,839314,CHAMBLFERT.NS
237,2020-08-10,134.9090576171875,139.30392064388948,134.55392237065166,139.03757598275823,997857,CHAMBLFERT.NS
238,2020-08-11,135.574951171875,143.83197464822595,134.90906240035542,135.75251880143853,4875072,CHAMBLFERT.NS
239,2020-08-12,136.7735595703125,138.50486770714338,135.66374492522323,135.8413125589291,1153180,CHAMBLFERT.NS
240,2020-08-13,137.92776489257812,139.12635654061773,137.26187612782002,137.97214663886206,888307,CHAMBLFERT.NS
241,2020-08-14,135.88572692871094,138.94881306961867,134.50955386611648,138.94881306961867,858131,CHAMBLFERT.NS
242,2020-08-17,135.6193389892578,136.72915354727138,134.59831501490174,136.68475825544263,398202,CHAMBLFERT.NS
243,2020-08-18,136.3740234375,137.528219783217,135.57494879714804,136.2852328505026,515620,CHAMBLFERT.NS
